Band name,Band value
20160610_1630_sm_rootzone,0.28
20160610_1930_sm_rootzone,0.278
20160610_2230_sm_rootzone,0.277
20160611_0130_sm_rootzone,0.276
20160611_0430_sm_rootzone,0.276
20160611_0730_sm_rootzone,0.276
20160611_1030_sm_rootzone,0.276
20160611_1330_sm_rootzone,0.275
20160611_1630_sm_rootzone,0.274
20160611_1930_sm_rootzone,0.272
20160611_2230_sm_rootzone,0.271
20160612_0130_sm_rootzone,0.272
20160612_0430_sm_rootzone,0.272
20160612_0730_sm_rootzone,0.272
20160612_1030_sm_rootzone,0.272
20160612_1330_sm_rootzone,0.271
20160612_1630_sm_rootzone,0.27
20160612_1930_sm_rootzone,0.268
20160612_2230_sm_rootzone,0.267
20160613_0130_sm_rootzone,0.267
20160613_0430_sm_rootzone,0.267
20160613_0730_sm_rootzone,0.267
20160613_1030_sm_rootzone,0.267
20160613_1330_sm_rootzone,0.267
20160613_1630_sm_rootzone,0.266
20160613_1930_sm_rootzone,0.265
20160613_2230_sm_rootzone,0.264
20160614_0130_sm_rootzone,0.264
20160614_0430_sm_rootzone,0.264
20160614_0730_sm_rootzone,0.265
20160614_1030_sm_rootzone,0.265
20160614_1330_sm_rootzone,0.265
20160614_1630_sm_rootzone,0.263
20160614_1930_sm_rootzone,0.262
20160614_2230_sm_rootzone,0.261
20160615_0130_sm_rootzone,0.261
20160615_0430_sm_rootzone,0.262
20160615_0730_sm_rootzone,0.263
20160615_1030_sm_rootzone,0.264
20160615_1330_sm_rootzone,0.263
20160615_1630_sm_rootzone,0.262
20160615_1930_sm_rootzone,0.261
20160615_2230_sm_rootzone,0.26
20160616_0130_sm_rootzone,0.261
20160616_0430_sm_rootzone,0.261
20160616_0730_sm_rootzone,0.261
20160616_1030_sm_rootzone,0.261
20160616_1330_sm_rootzone,0.261
20160616_1630_sm_rootzone,0.259
20160616_1930_sm_rootzone,0.258
20160616_2230_sm_rootzone,0.257
20160617_0130_sm_rootzone,0.257
20160617_0430_sm_rootzone,0.257
20160617_0730_sm_rootzone,0.258
20160617_1030_sm_rootzone,0.258
20160617_1330_sm_rootzone,0.258
20160617_1630_sm_rootzone,0.256
20160617_1930_sm_rootzone,0.254
20160617_2230_sm_rootzone,0.254
20160618_0130_sm_rootzone,0.253
20160618_0430_sm_rootzone,0.253
20160618_0730_sm_rootzone,0.253
20160618_1030_sm_rootzone,0.254
20160618_1330_sm_rootzone,0.253
20160618_1630_sm_rootzone,0.252
20160618_1930_sm_rootzone,0.251
20160618_2230_sm_rootzone,0.251
20160619_0130_sm_rootzone,0.251
20160619_0430_sm_rootzone,0.252
20160619_0730_sm_rootzone,0.252
20160619_1030_sm_rootzone,0.252
20160619_1330_sm_rootzone,0.252
20160619_1630_sm_rootzone,0.251
20160619_1930_sm_rootzone,0.249
20160619_2230_sm_rootzone,0.249
20160620_0130_sm_rootzone,0.249
20160620_0430_sm_rootzone,0.249
20160620_0730_sm_rootzone,0.25
20160620_1030_sm_rootzone,0.25
20160620_1330_sm_rootzone,0.25
20160620_1630_sm_rootzone,0.249
20160620_1930_sm_rootzone,0.247
20160620_2230_sm_rootzone,0.246
20160621_0130_sm_rootzone,0.246
20160621_0430_sm_rootzone,0.247
20160621_0730_sm_rootzone,0.247
20160621_1030_sm_rootzone,0.247
20160621_1330_sm_rootzone,0.247
20160621_1630_sm_rootzone,0.246
20160621_1930_sm_rootzone,0.244
20160621_2230_sm_rootzone,0.243
20160622_0130_sm_rootzone,0.244
20160622_0430_sm_rootzone,0.244
20160622_0730_sm_rootzone,0.244
20160622_1030_sm_rootzone,0.245
20160622_1330_sm_rootzone,0.245
20160622_1630_sm_rootzone,0.243
20160622_1930_sm_rootzone,0.241
20160622_2230_sm_rootzone,0.241
20160623_0130_sm_rootzone,0.241
20160623_0430_sm_rootzone,0.242
20160623_0730_sm_rootzone,0.242
20160623_1030_sm_rootzone,0.242
20160623_1330_sm_rootzone,0.242
20160623_1630_sm_rootzone,0.241
20160623_1930_sm_rootzone,0.239
20160623_2230_sm_rootzone,0.238
20160624_0130_sm_rootzone,0.238
20160624_0430_sm_rootzone,0.239
20160624_0730_sm_rootzone,0.239
20160624_1030_sm_rootzone,0.239
20160624_1330_sm_rootzone,0.24
20160624_1630_sm_rootzone,0.239
20160624_1930_sm_rootzone,0.237
20160624_2230_sm_rootzone,0.237
20160625_0130_sm_rootzone,0.238
20160625_0430_sm_rootzone,0.238
20160625_0730_sm_rootzone,0.239
20160625_1030_sm_rootzone,0.239
20160625_1330_sm_rootzone,0.239
20160625_1630_sm_rootzone,0.238
20160625_1930_sm_rootzone,0.236
20160625_2230_sm_rootzone,0.235
20160626_0130_sm_rootzone,0.234
20160626_0430_sm_rootzone,0.235
20160626_0730_sm_rootzone,0.238
20160626_1030_sm_rootzone,0.241
20160626_1330_sm_rootzone,0.242
20160626_1630_sm_rootzone,0.242
20160626_1930_sm_rootzone,0.241
20160626_2230_sm_rootzone,0.24
20160627_0130_sm_rootzone,0.24
20160627_0430_sm_rootzone,0.241
20160627_0730_sm_rootzone,0.241
20160627_1030_sm_rootzone,0.241
20160627_1330_sm_rootzone,0.241
20160627_1630_sm_rootzone,0.239
20160627_1930_sm_rootzone,0.237
20160627_2230_sm_rootzone,0.236
20160628_0130_sm_rootzone,0.236
20160628_0430_sm_rootzone,0.236
20160628_0730_sm_rootzone,0.236
20160628_1030_sm_rootzone,0.236
20160628_1330_sm_rootzone,0.236
20160628_1630_sm_rootzone,0.234
20160628_1930_sm_rootzone,0.232
20160628_2230_sm_rootzone,0.231
20160629_0130_sm_rootzone,0.231
20160629_0430_sm_rootzone,0.232
20160629_0730_sm_rootzone,0.232
20160629_1030_sm_rootzone,0.232
20160629_1330_sm_rootzone,0.232
20160629_1630_sm_rootzone,0.23
20160629_1930_sm_rootzone,0.228
20160629_2230_sm_rootzone,0.227
20160630_0130_sm_rootzone,0.227
20160630_0430_sm_rootzone,0.228
20160630_0730_sm_rootzone,0.228
20160630_1030_sm_rootzone,0.229
20160630_1330_sm_rootzone,0.229
20160630_1630_sm_rootzone,0.227
20160630_1930_sm_rootzone,0.225
20160630_2230_sm_rootzone,0.225
20160701_0130_sm_rootzone,0.225
20160701_0430_sm_rootzone,0.226
20160701_0730_sm_rootzone,0.226
20160701_1030_sm_rootzone,0.227
20160701_1330_sm_rootzone,0.226
20160701_1630_sm_rootzone,0.225
20160701_1930_sm_rootzone,0.223
20160701_2230_sm_rootzone,0.222
20160702_0130_sm_rootzone,0.222
20160702_0430_sm_rootzone,0.223
20160702_0730_sm_rootzone,0.224
20160702_1030_sm_rootzone,0.225
20160702_1330_sm_rootzone,0.225
20160702_1630_sm_rootzone,0.223
20160702_1930_sm_rootzone,0.222
20160702_2230_sm_rootzone,0.222
20160703_0130_sm_rootzone,0.223
20160703_0430_sm_rootzone,0.225
20160703_0730_sm_rootzone,0.226
20160703_1030_sm_rootzone,0.226
20160703_1330_sm_rootzone,0.227
20160703_1630_sm_rootzone,0.226
20160703_1930_sm_rootzone,0.224
20160703_2230_sm_rootzone,0.223
20160704_0130_sm_rootzone,0.222
20160704_0430_sm_rootzone,0.223
20160704_0730_sm_rootzone,0.223
20160704_1030_sm_rootzone,0.223
20160704_1330_sm_rootzone,0.222
20160704_1630_sm_rootzone,0.221
20160704_1930_sm_rootzone,0.22
20160704_2230_sm_rootzone,0.219
20160705_0130_sm_rootzone,0.219
20160705_0430_sm_rootzone,0.22
20160705_0730_sm_rootzone,0.22
20160705_1030_sm_rootzone,0.22
20160705_1330_sm_rootzone,0.221
20160705_1630_sm_rootzone,0.22
20160705_1930_sm_rootzone,0.218
20160705_2230_sm_rootzone,0.217
20160706_0130_sm_rootzone,0.217
20160706_0430_sm_rootzone,0.218
20160706_0730_sm_rootzone,0.219
20160706_1030_sm_rootzone,0.22
20160706_1330_sm_rootzone,0.222
20160706_1630_sm_rootzone,0.222
20160706_1930_sm_rootzone,0.221
20160706_2230_sm_rootzone,0.22
20160707_0130_sm_rootzone,0.221
20160707_0430_sm_rootzone,0.221
20160707_0730_sm_rootzone,0.221
20160707_1030_sm_rootzone,0.221
20160707_1330_sm_rootzone,0.221
20160707_1630_sm_rootzone,0.22
20160707_1930_sm_rootzone,0.218
20160707_2230_sm_rootzone,0.217
20160708_0130_sm_rootzone,0.217
20160708_0430_sm_rootzone,0.217
20160708_0730_sm_rootzone,0.217
20160708_1030_sm_rootzone,0.217
20160708_1330_sm_rootzone,0.217
20160708_1630_sm_rootzone,0.215
20160708_1930_sm_rootzone,0.213
20160708_2230_sm_rootzone,0.212
20160709_0130_sm_rootzone,0.212
20160709_0430_sm_rootzone,0.213
20160709_0730_sm_rootzone,0.213
20160709_1030_sm_rootzone,0.213
20160709_1330_sm_rootzone,0.214
20160709_1630_sm_rootzone,0.212
20160709_1930_sm_rootzone,0.21
20160709_2230_sm_rootzone,0.209
20160710_0130_sm_rootzone,0.21
20160710_0430_sm_rootzone,0.21
20160710_0730_sm_rootzone,0.21
20160710_1030_sm_rootzone,0.211
20160710_1330_sm_rootzone,0.21
20160710_1630_sm_rootzone,0.209
20160710_1930_sm_rootzone,0.207
20160710_2230_sm_rootzone,0.206
20160711_0130_sm_rootzone,0.207
20160711_0430_sm_rootzone,0.207
20160711_0730_sm_rootzone,0.208
20160711_1030_sm_rootzone,0.208
20160711_1330_sm_rootzone,0.208
20160711_1630_sm_rootzone,0.207
20160711_1930_sm_rootzone,0.205
20160711_2230_sm_rootzone,0.205
20160712_0130_sm_rootzone,0.205
20160712_0430_sm_rootzone,0.205
20160712_0730_sm_rootzone,0.206
20160712_1030_sm_rootzone,0.206
20160712_1330_sm_rootzone,0.206
20160712_1630_sm_rootzone,0.205
20160712_1930_sm_rootzone,0.203
20160712_2230_sm_rootzone,0.202
20160713_0130_sm_rootzone,0.202
20160713_0430_sm_rootzone,0.203
20160713_0730_sm_rootzone,0.204
20160713_1030_sm_rootzone,0.206
20160713_1330_sm_rootzone,0.206
20160713_1630_sm_rootzone,0.205
20160713_1930_sm_rootzone,0.204
20160713_2230_sm_rootzone,0.205
20160714_0130_sm_rootzone,0.208
20160714_0430_sm_rootzone,0.21
20160714_0730_sm_rootzone,0.211
20160714_1030_sm_rootzone,0.211
20160714_1330_sm_rootzone,0.211
20160714_1630_sm_rootzone,0.21
20160714_1930_sm_rootzone,0.208
20160714_2230_sm_rootzone,0.207
20160715_0130_sm_rootzone,0.208
20160715_0430_sm_rootzone,0.208
20160715_0730_sm_rootzone,0.209
20160715_1030_sm_rootzone,0.21
20160715_1330_sm_rootzone,0.212
20160715_1630_sm_rootzone,0.211
20160715_1930_sm_rootzone,0.213
20160715_2230_sm_rootzone,0.218
20160716_0130_sm_rootzone,0.225
20160716_0430_sm_rootzone,0.23
20160716_0730_sm_rootzone,0.234
20160716_1030_sm_rootzone,0.236
20160716_1330_sm_rootzone,0.236
20160716_1630_sm_rootzone,0.235
20160716_1930_sm_rootzone,0.234
20160716_2230_sm_rootzone,0.235
20160717_0130_sm_rootzone,0.236
20160717_0430_sm_rootzone,0.236
20160717_0730_sm_rootzone,0.236
20160717_1030_sm_rootzone,0.235
20160717_1330_sm_rootzone,0.236
20160717_1630_sm_rootzone,0.234
20160717_1930_sm_rootzone,0.232
20160717_2230_sm_rootzone,0.23
20160718_0130_sm_rootzone,0.231
20160718_0430_sm_rootzone,0.231
20160718_0730_sm_rootzone,0.23
20160718_1030_sm_rootzone,0.23
20160718_1330_sm_rootzone,0.23
20160718_1630_sm_rootzone,0.228
20160718_1930_sm_rootzone,0.226
20160718_2230_sm_rootzone,0.226
20160719_0130_sm_rootzone,0.227
20160719_0430_sm_rootzone,0.228
20160719_0730_sm_rootzone,0.228
20160719_1030_sm_rootzone,0.228
20160719_1330_sm_rootzone,0.228
20160719_1630_sm_rootzone,0.227
20160719_1930_sm_rootzone,0.225
20160719_2230_sm_rootzone,0.224
20160720_0130_sm_rootzone,0.225
20160720_0430_sm_rootzone,0.225
20160720_0730_sm_rootzone,0.225
20160720_1030_sm_rootzone,0.225
20160720_1330_sm_rootzone,0.225
20160720_1630_sm_rootzone,0.224
20160720_1930_sm_rootzone,0.222
20160720_2230_sm_rootzone,0.222
20160721_0130_sm_rootzone,0.222
20160721_0430_sm_rootzone,0.222
20160721_0730_sm_rootzone,0.222
20160721_1030_sm_rootzone,0.222
20160721_1330_sm_rootzone,0.222
20160721_1630_sm_rootzone,0.22
20160721_1930_sm_rootzone,0.218
20160721_2230_sm_rootzone,0.217
20160722_0130_sm_rootzone,0.218
20160722_0430_sm_rootzone,0.218
20160722_0730_sm_rootzone,0.218
20160722_1030_sm_rootzone,0.218
20160722_1330_sm_rootzone,0.218
20160722_1630_sm_rootzone,0.216
20160722_1930_sm_rootzone,0.214
20160722_2230_sm_rootzone,0.213
20160723_0130_sm_rootzone,0.214
20160723_0430_sm_rootzone,0.214
20160723_0730_sm_rootzone,0.214
20160723_1030_sm_rootzone,0.215
20160723_1330_sm_rootzone,0.215
20160723_1630_sm_rootzone,0.214
20160723_1930_sm_rootzone,0.213
20160723_2230_sm_rootzone,0.212
20160724_0130_sm_rootzone,0.212
20160724_0430_sm_rootzone,0.213
20160724_0730_sm_rootzone,0.213
20160724_1030_sm_rootzone,0.214
20160724_1330_sm_rootzone,0.215
20160724_1630_sm_rootzone,0.215
20160724_1930_sm_rootzone,0.214
20160724_2230_sm_rootzone,0.214
20160725_0130_sm_rootzone,0.215
20160725_0430_sm_rootzone,0.218
20160725_0730_sm_rootzone,0.22
20160725_1030_sm_rootzone,0.221
20160725_1330_sm_rootzone,0.222
20160725_1630_sm_rootzone,0.221
20160725_1930_sm_rootzone,0.219
20160725_2230_sm_rootzone,0.218
20160726_0130_sm_rootzone,0.219
20160726_0430_sm_rootzone,0.219
20160726_0730_sm_rootzone,0.219
20160726_1030_sm_rootzone,0.219
20160726_1330_sm_rootzone,0.219
20160726_1630_sm_rootzone,0.217
20160726_1930_sm_rootzone,0.215
20160726_2230_sm_rootzone,0.214
20160727_0130_sm_rootzone,0.214
20160727_0430_sm_rootzone,0.214
20160727_0730_sm_rootzone,0.214
20160727_1030_sm_rootzone,0.215
20160727_1330_sm_rootzone,0.215
20160727_1630_sm_rootzone,0.215
20160727_1930_sm_rootzone,0.215
20160727_2230_sm_rootzone,0.214
20160728_0130_sm_rootzone,0.215
20160728_0430_sm_rootzone,0.215
20160728_0730_sm_rootzone,0.215
20160728_1030_sm_rootzone,0.215
20160728_1330_sm_rootzone,0.215
20160728_1630_sm_rootzone,0.213
20160728_1930_sm_rootzone,0.211
20160728_2230_sm_rootzone,0.21
20160729_0130_sm_rootzone,0.21
20160729_0430_sm_rootzone,0.21
20160729_0730_sm_rootzone,0.211
20160729_1030_sm_rootzone,0.211
20160729_1330_sm_rootzone,0.211
20160729_1630_sm_rootzone,0.21
20160729_1930_sm_rootzone,0.208
20160729_2230_sm_rootzone,0.208
20160730_0130_sm_rootzone,0.208
20160730_0430_sm_rootzone,0.208
20160730_0730_sm_rootzone,0.208
20160730_1030_sm_rootzone,0.208
20160730_1330_sm_rootzone,0.208
20160730_1630_sm_rootzone,0.207
20160730_1930_sm_rootzone,0.206
20160730_2230_sm_rootzone,0.206
20160731_0130_sm_rootzone,0.207
20160731_0430_sm_rootzone,0.208
20160731_0730_sm_rootzone,0.208
20160731_1030_sm_rootzone,0.209
20160731_1330_sm_rootzone,0.208
20160731_1630_sm_rootzone,0.207
20160731_1930_sm_rootzone,0.205
20160731_2230_sm_rootzone,0.204
20160801_0130_sm_rootzone,0.205
20160801_0430_sm_rootzone,0.205
20160801_0730_sm_rootzone,0.205
20160801_1030_sm_rootzone,0.205
20160801_1330_sm_rootzone,0.205
20160801_1630_sm_rootzone,0.203
20160801_1930_sm_rootzone,0.201
20160801_2230_sm_rootzone,0.201
20160802_0130_sm_rootzone,0.201
20160802_0430_sm_rootzone,0.201
20160802_0730_sm_rootzone,0.201
20160802_1030_sm_rootzone,0.201
20160802_1330_sm_rootzone,0.202
20160802_1630_sm_rootzone,0.2
20160802_1930_sm_rootzone,0.198
20160802_2230_sm_rootzone,0.197
20160803_0130_sm_rootzone,0.198
20160803_0430_sm_rootzone,0.198
20160803_0730_sm_rootzone,0.198
20160803_1030_sm_rootzone,0.199
20160803_1330_sm_rootzone,0.198
20160803_1630_sm_rootzone,0.197
20160803_1930_sm_rootzone,0.195
20160803_2230_sm_rootzone,0.194
20160804_0130_sm_rootzone,0.196
20160804_0430_sm_rootzone,0.199
20160804_0730_sm_rootzone,0.201
20160804_1030_sm_rootzone,0.202
20160804_1330_sm_rootzone,0.202
20160804_1630_sm_rootzone,0.201
20160804_1930_sm_rootzone,0.199
20160804_2230_sm_rootzone,0.199
20160805_0130_sm_rootzone,0.198
20160805_0430_sm_rootzone,0.199
20160805_0730_sm_rootzone,0.199
20160805_1030_sm_rootzone,0.199
20160805_1330_sm_rootzone,0.199
20160805_1630_sm_rootzone,0.198
20160805_1930_sm_rootzone,0.196
20160805_2230_sm_rootzone,0.195
20160806_0130_sm_rootzone,0.195
20160806_0430_sm_rootzone,0.196
20160806_0730_sm_rootzone,0.196
20160806_1030_sm_rootzone,0.196
20160806_1330_sm_rootzone,0.196
20160806_1630_sm_rootzone,0.195
20160806_1930_sm_rootzone,0.193
20160806_2230_sm_rootzone,0.192
20160807_0130_sm_rootzone,0.192
20160807_0430_sm_rootzone,0.192
20160807_0730_sm_rootzone,0.194
20160807_1030_sm_rootzone,0.195
20160807_1330_sm_rootzone,0.194
20160807_1630_sm_rootzone,0.193
20160807_1930_sm_rootzone,0.191
20160807_2230_sm_rootzone,0.191
20160808_0130_sm_rootzone,0.192
20160808_0430_sm_rootzone,0.193
20160808_0730_sm_rootzone,0.195
20160808_1030_sm_rootzone,0.195
20160808_1330_sm_rootzone,0.194
20160808_1630_sm_rootzone,0.193
20160808_1930_sm_rootzone,0.19
20160808_2230_sm_rootzone,0.19
20160809_0130_sm_rootzone,0.19
20160809_0430_sm_rootzone,0.19
20160809_0730_sm_rootzone,0.191
20160809_1030_sm_rootzone,0.191
20160809_1330_sm_rootzone,0.191
20160809_1630_sm_rootzone,0.19
20160809_1930_sm_rootzone,0.188
20160809_2230_sm_rootzone,0.188
20160810_0130_sm_rootzone,0.188
20160810_0430_sm_rootzone,0.188
20160810_0730_sm_rootzone,0.189
20160810_1030_sm_rootzone,0.191
20160810_1330_sm_rootzone,0.19
20160810_1630_sm_rootzone,0.189
20160810_1930_sm_rootzone,0.187
20160810_2230_sm_rootzone,0.187
20160811_0130_sm_rootzone,0.187
20160811_0430_sm_rootzone,0.188
20160811_0730_sm_rootzone,0.188
20160811_1030_sm_rootzone,0.189
20160811_1330_sm_rootzone,0.189
20160811_1630_sm_rootzone,0.188
20160811_1930_sm_rootzone,0.186
20160811_2230_sm_rootzone,0.185
20160812_0130_sm_rootzone,0.185
20160812_0430_sm_rootzone,0.185
20160812_0730_sm_rootzone,0.186
20160812_1030_sm_rootzone,0.186
20160812_1330_sm_rootzone,0.186
20160812_1630_sm_rootzone,0.185
20160812_1930_sm_rootzone,0.184
20160812_2230_sm_rootzone,0.184
20160813_0130_sm_rootzone,0.183
20160813_0430_sm_rootzone,0.183
20160813_0730_sm_rootzone,0.184
20160813_1030_sm_rootzone,0.185
20160813_1330_sm_rootzone,0.185
20160813_1630_sm_rootzone,0.184
20160813_1930_sm_rootzone,0.183
20160813_2230_sm_rootzone,0.183
20160814_0130_sm_rootzone,0.183
20160814_0430_sm_rootzone,0.183
20160814_0730_sm_rootzone,0.183
20160814_1030_sm_rootzone,0.183
20160814_1330_sm_rootzone,0.183
20160814_1630_sm_rootzone,0.182
20160814_1930_sm_rootzone,0.181
20160814_2230_sm_rootzone,0.18
20160815_0130_sm_rootzone,0.18
20160815_0430_sm_rootzone,0.18
20160815_0730_sm_rootzone,0.181
20160815_1030_sm_rootzone,0.181
20160815_1330_sm_rootzone,0.182
20160815_1630_sm_rootzone,0.182
20160815_1930_sm_rootzone,0.181
20160815_2230_sm_rootzone,0.181
20160816_0130_sm_rootzone,0.182
20160816_0430_sm_rootzone,0.183
20160816_0730_sm_rootzone,0.183
20160816_1030_sm_rootzone,0.183
20160816_1330_sm_rootzone,0.183
20160816_1630_sm_rootzone,0.182
20160816_1930_sm_rootzone,0.18
20160816_2230_sm_rootzone,0.18
20160817_0130_sm_rootzone,0.181
20160817_0430_sm_rootzone,0.181
20160817_0730_sm_rootzone,0.182
20160817_1030_sm_rootzone,0.182
20160817_1330_sm_rootzone,0.182
20160817_1630_sm_rootzone,0.18
20160817_1930_sm_rootzone,0.179
20160817_2230_sm_rootzone,0.178
20160818_0130_sm_rootzone,0.178
20160818_0430_sm_rootzone,0.178
20160818_0730_sm_rootzone,0.178
20160818_1030_sm_rootzone,0.179
20160818_1330_sm_rootzone,0.179
20160818_1630_sm_rootzone,0.179
20160818_1930_sm_rootzone,0.177
20160818_2230_sm_rootzone,0.177
20160819_0130_sm_rootzone,0.176
20160819_0430_sm_rootzone,0.177
20160819_0730_sm_rootzone,0.177
20160819_1030_sm_rootzone,0.177
20160819_1330_sm_rootzone,0.178
20160819_1630_sm_rootzone,0.177
20160819_1930_sm_rootzone,0.175
20160819_2230_sm_rootzone,0.174
20160820_0130_sm_rootzone,0.175
20160820_0430_sm_rootzone,0.175
20160820_0730_sm_rootzone,0.175
20160820_1030_sm_rootzone,0.175
20160820_1330_sm_rootzone,0.175
20160820_1630_sm_rootzone,0.174
20160820_1930_sm_rootzone,0.172
20160820_2230_sm_rootzone,0.171
20160821_0130_sm_rootzone,0.171
20160821_0430_sm_rootzone,0.171
20160821_0730_sm_rootzone,0.171
20160821_1030_sm_rootzone,0.172
20160821_1330_sm_rootzone,0.171
20160821_1630_sm_rootzone,0.17
20160821_1930_sm_rootzone,0.168
20160821_2230_sm_rootzone,0.168
20160822_0130_sm_rootzone,0.168
20160822_0430_sm_rootzone,0.168
20160822_0730_sm_rootzone,0.168
20160822_1030_sm_rootzone,0.169
20160822_1330_sm_rootzone,0.169
20160822_1630_sm_rootzone,0.168
20160822_1930_sm_rootzone,0.166
20160822_2230_sm_rootzone,0.165
20160823_0130_sm_rootzone,0.166
20160823_0430_sm_rootzone,0.166
20160823_0730_sm_rootzone,0.166
20160823_1030_sm_rootzone,0.166
20160823_1330_sm_rootzone,0.166
20160823_1630_sm_rootzone,0.165
20160823_1930_sm_rootzone,0.164
20160823_2230_sm_rootzone,0.163
20160824_0130_sm_rootzone,0.163
20160824_0430_sm_rootzone,0.163
20160824_0730_sm_rootzone,0.165
20160824_1030_sm_rootzone,0.166
20160824_1330_sm_rootzone,0.168
20160824_1630_sm_rootzone,0.169
20160824_1930_sm_rootzone,0.168
20160824_2230_sm_rootzone,0.168
20160825_0130_sm_rootzone,0.169
20160825_0430_sm_rootzone,0.17
20160825_0730_sm_rootzone,0.172
20160825_1030_sm_rootzone,0.173
20160825_1330_sm_rootzone,0.173
20160825_1630_sm_rootzone,0.172
20160825_1930_sm_rootzone,0.17
20160825_2230_sm_rootzone,0.169
20160826_0130_sm_rootzone,0.169
20160826_0430_sm_rootzone,0.17
20160826_0730_sm_rootzone,0.17
20160826_1030_sm_rootzone,0.171
20160826_1330_sm_rootzone,0.171
20160826_1630_sm_rootzone,0.17
20160826_1930_sm_rootzone,0.168
20160826_2230_sm_rootzone,0.167
20160827_0130_sm_rootzone,0.167
20160827_0430_sm_rootzone,0.168
20160827_0730_sm_rootzone,0.168
20160827_1030_sm_rootzone,0.169
20160827_1330_sm_rootzone,0.169
20160827_1630_sm_rootzone,0.168
20160827_1930_sm_rootzone,0.166
20160827_2230_sm_rootzone,0.165
20160828_0130_sm_rootzone,0.165
20160828_0430_sm_rootzone,0.166
20160828_0730_sm_rootzone,0.168
20160828_1030_sm_rootzone,0.169
20160828_1330_sm_rootzone,0.169
20160828_1630_sm_rootzone,0.17
20160828_1930_sm_rootzone,0.17
20160828_2230_sm_rootzone,0.17
20160829_0130_sm_rootzone,0.17
20160829_0430_sm_rootzone,0.171
20160829_0730_sm_rootzone,0.172
20160829_1030_sm_rootzone,0.172
20160829_1330_sm_rootzone,0.172
20160829_1630_sm_rootzone,0.171
20160829_1930_sm_rootzone,0.17
20160829_2230_sm_rootzone,0.17
20160830_0130_sm_rootzone,0.171
20160830_0430_sm_rootzone,0.172
20160830_0730_sm_rootzone,0.175
20160830_1030_sm_rootzone,0.177
20160830_1330_sm_rootzone,0.178
20160830_1630_sm_rootzone,0.178
20160830_1930_sm_rootzone,0.177
20160830_2230_sm_rootzone,0.178
20160831_0130_sm_rootzone,0.179
20160831_0430_sm_rootzone,0.18
20160831_0730_sm_rootzone,0.181
20160831_1030_sm_rootzone,0.181
20160831_1330_sm_rootzone,0.182
20160831_1630_sm_rootzone,0.182
20160831_1930_sm_rootzone,0.182
20160831_2230_sm_rootzone,0.183
20160901_0130_sm_rootzone,0.184
20160901_0430_sm_rootzone,0.185
20160901_0730_sm_rootzone,0.192
20160901_1030_sm_rootzone,0.195
20160901_1330_sm_rootzone,0.197
20160901_1630_sm_rootzone,0.195
20160901_1930_sm_rootzone,0.193
20160901_2230_sm_rootzone,0.191
20160902_0130_sm_rootzone,0.191
20160902_0430_sm_rootzone,0.191
20160902_0730_sm_rootzone,0.194
20160902_1030_sm_rootzone,0.194
20160902_1330_sm_rootzone,0.193
20160902_1630_sm_rootzone,0.192
20160902_1930_sm_rootzone,0.19
20160902_2230_sm_rootzone,0.19
20160903_0130_sm_rootzone,0.189
20160903_0430_sm_rootzone,0.189
20160903_0730_sm_rootzone,0.189
20160903_1030_sm_rootzone,0.189
20160903_1330_sm_rootzone,0.189
20160903_1630_sm_rootzone,0.187
20160903_1930_sm_rootzone,0.185
20160903_2230_sm_rootzone,0.185
20160904_0130_sm_rootzone,0.186
20160904_0430_sm_rootzone,0.186
20160904_0730_sm_rootzone,0.19
20160904_1030_sm_rootzone,0.193
20160904_1330_sm_rootzone,0.193
20160904_1630_sm_rootzone,0.192
20160904_1930_sm_rootzone,0.19
20160904_2230_sm_rootzone,0.19
20160905_0130_sm_rootzone,0.19
20160905_0430_sm_rootzone,0.192
20160905_0730_sm_rootzone,0.194
20160905_1030_sm_rootzone,0.194
20160905_1330_sm_rootzone,0.193
20160905_1630_sm_rootzone,0.192
20160905_1930_sm_rootzone,0.19
20160905_2230_sm_rootzone,0.189
20160906_0130_sm_rootzone,0.189
20160906_0430_sm_rootzone,0.189
20160906_0730_sm_rootzone,0.189
20160906_1030_sm_rootzone,0.191
20160906_1330_sm_rootzone,0.191
20160906_1630_sm_rootzone,0.19
20160906_1930_sm_rootzone,0.188
20160906_2230_sm_rootzone,0.188
20160907_0130_sm_rootzone,0.19
20160907_0430_sm_rootzone,0.198
20160907_0730_sm_rootzone,0.202
20160907_1030_sm_rootzone,0.202
20160907_1330_sm_rootzone,0.205
20160907_1630_sm_rootzone,0.206
20160907_1930_sm_rootzone,0.204
20160907_2230_sm_rootzone,0.203
20160908_0130_sm_rootzone,0.202
20160908_0430_sm_rootzone,0.202
20160908_0730_sm_rootzone,0.201
20160908_1030_sm_rootzone,0.201
20160908_1330_sm_rootzone,0.201
20160908_1630_sm_rootzone,0.199
20160908_1930_sm_rootzone,0.197
20160908_2230_sm_rootzone,0.196
20160909_0130_sm_rootzone,0.198
20160909_0430_sm_rootzone,0.198
20160909_0730_sm_rootzone,0.2
20160909_1030_sm_rootzone,0.206
20160909_1330_sm_rootzone,0.211
20160909_1630_sm_rootzone,0.21
20160909_1930_sm_rootzone,0.208
20160909_2230_sm_rootzone,0.208
20160910_0130_sm_rootzone,0.208
20160910_0430_sm_rootzone,0.208
20160910_0730_sm_rootzone,0.208
20160910_1030_sm_rootzone,0.207
20160910_1330_sm_rootzone,0.207
