Band name,Band value
20200612_2230_sm_rootzone,0.288
20200613_0130_sm_rootzone,0.292
20200613_0430_sm_rootzone,0.293
20200613_0730_sm_rootzone,0.292
20200613_1030_sm_rootzone,0.291
20200613_1330_sm_rootzone,0.291
20200613_1630_sm_rootzone,0.29
20200613_1930_sm_rootzone,0.288
20200613_2230_sm_rootzone,0.287
20200614_0130_sm_rootzone,0.287
20200614_0430_sm_rootzone,0.286
20200614_0730_sm_rootzone,0.286
20200614_1030_sm_rootzone,0.286
20200614_1330_sm_rootzone,0.286
20200614_1630_sm_rootzone,0.285
20200614_1930_sm_rootzone,0.285
20200614_2230_sm_rootzone,0.285
20200615_0130_sm_rootzone,0.286
20200615_0430_sm_rootzone,0.286
20200615_0730_sm_rootzone,0.286
20200615_1030_sm_rootzone,0.286
20200615_1330_sm_rootzone,0.285
20200615_1630_sm_rootzone,0.284
20200615_1930_sm_rootzone,0.283
20200615_2230_sm_rootzone,0.282
20200616_0130_sm_rootzone,0.283
20200616_0430_sm_rootzone,0.283
20200616_0730_sm_rootzone,0.283
20200616_1030_sm_rootzone,0.283
20200616_1330_sm_rootzone,0.283
20200616_1630_sm_rootzone,0.282
20200616_1930_sm_rootzone,0.28
20200616_2230_sm_rootzone,0.28
20200617_0130_sm_rootzone,0.28
20200617_0430_sm_rootzone,0.28
20200617_0730_sm_rootzone,0.28
20200617_1030_sm_rootzone,0.281
20200617_1330_sm_rootzone,0.281
20200617_1630_sm_rootzone,0.284
20200617_1930_sm_rootzone,0.285
20200617_2230_sm_rootzone,0.287
20200618_0130_sm_rootzone,0.288
20200618_0430_sm_rootzone,0.287
20200618_0730_sm_rootzone,0.287
20200618_1030_sm_rootzone,0.287
20200618_1330_sm_rootzone,0.287
20200618_1630_sm_rootzone,0.285
20200618_1930_sm_rootzone,0.284
20200618_2230_sm_rootzone,0.284
20200619_0130_sm_rootzone,0.285
20200619_0430_sm_rootzone,0.286
20200619_0730_sm_rootzone,0.286
20200619_1030_sm_rootzone,0.286
20200619_1330_sm_rootzone,0.286
20200619_1630_sm_rootzone,0.285
20200619_1930_sm_rootzone,0.283
20200619_2230_sm_rootzone,0.283
20200620_0130_sm_rootzone,0.283
20200620_0430_sm_rootzone,0.284
20200620_0730_sm_rootzone,0.284
20200620_1030_sm_rootzone,0.284
20200620_1330_sm_rootzone,0.284
20200620_1630_sm_rootzone,0.283
20200620_1930_sm_rootzone,0.282
20200620_2230_sm_rootzone,0.283
20200621_0130_sm_rootzone,0.285
20200621_0430_sm_rootzone,0.286
20200621_0730_sm_rootzone,0.286
20200621_1030_sm_rootzone,0.285
20200621_1330_sm_rootzone,0.285
20200621_1630_sm_rootzone,0.284
20200621_1930_sm_rootzone,0.283
20200621_2230_sm_rootzone,0.282
20200622_0130_sm_rootzone,0.282
20200622_0430_sm_rootzone,0.283
20200622_0730_sm_rootzone,0.283
20200622_1030_sm_rootzone,0.282
20200622_1330_sm_rootzone,0.282
20200622_1630_sm_rootzone,0.282
20200622_1930_sm_rootzone,0.281
20200622_2230_sm_rootzone,0.281
20200623_0130_sm_rootzone,0.281
20200623_0430_sm_rootzone,0.281
20200623_0730_sm_rootzone,0.282
20200623_1030_sm_rootzone,0.282
20200623_1330_sm_rootzone,0.282
20200623_1630_sm_rootzone,0.281
20200623_1930_sm_rootzone,0.281
20200623_2230_sm_rootzone,0.281
20200624_0130_sm_rootzone,0.281
20200624_0430_sm_rootzone,0.282
20200624_0730_sm_rootzone,0.282
20200624_1030_sm_rootzone,0.282
20200624_1330_sm_rootzone,0.282
20200624_1630_sm_rootzone,0.281
20200624_1930_sm_rootzone,0.28
20200624_2230_sm_rootzone,0.279
20200625_0130_sm_rootzone,0.279
20200625_0430_sm_rootzone,0.279
20200625_0730_sm_rootzone,0.28
20200625_1030_sm_rootzone,0.28
20200625_1330_sm_rootzone,0.279
20200625_1630_sm_rootzone,0.278
20200625_1930_sm_rootzone,0.278
20200625_2230_sm_rootzone,0.278
20200626_0130_sm_rootzone,0.278
20200626_0430_sm_rootzone,0.278
20200626_0730_sm_rootzone,0.279
20200626_1030_sm_rootzone,0.28
20200626_1330_sm_rootzone,0.28
20200626_1630_sm_rootzone,0.281
20200626_1930_sm_rootzone,0.28
20200626_2230_sm_rootzone,0.281
20200627_0130_sm_rootzone,0.282
20200627_0430_sm_rootzone,0.282
20200627_0730_sm_rootzone,0.283
20200627_1030_sm_rootzone,0.283
20200627_1330_sm_rootzone,0.282
20200627_1630_sm_rootzone,0.281
20200627_1930_sm_rootzone,0.28
20200627_2230_sm_rootzone,0.281
20200628_0130_sm_rootzone,0.283
20200628_0430_sm_rootzone,0.284
20200628_0730_sm_rootzone,0.284
20200628_1030_sm_rootzone,0.284
20200628_1330_sm_rootzone,0.284
20200628_1630_sm_rootzone,0.284
20200628_1930_sm_rootzone,0.284
20200628_2230_sm_rootzone,0.285
20200629_0130_sm_rootzone,0.284
20200629_0430_sm_rootzone,0.284
20200629_0730_sm_rootzone,0.284
20200629_1030_sm_rootzone,0.284
20200629_1330_sm_rootzone,0.284
20200629_1630_sm_rootzone,0.283
20200629_1930_sm_rootzone,0.281
20200629_2230_sm_rootzone,0.281
20200630_0130_sm_rootzone,0.281
20200630_0430_sm_rootzone,0.281
20200630_0730_sm_rootzone,0.281
20200630_1030_sm_rootzone,0.281
20200630_1330_sm_rootzone,0.28
20200630_1630_sm_rootzone,0.279
20200630_1930_sm_rootzone,0.278
20200630_2230_sm_rootzone,0.278
20200701_0130_sm_rootzone,0.278
20200701_0430_sm_rootzone,0.279
20200701_0730_sm_rootzone,0.279
20200701_1030_sm_rootzone,0.279
20200701_1330_sm_rootzone,0.279
20200701_1630_sm_rootzone,0.278
20200701_1930_sm_rootzone,0.278
20200701_2230_sm_rootzone,0.279
20200702_0130_sm_rootzone,0.283
20200702_0430_sm_rootzone,0.287
20200702_0730_sm_rootzone,0.29
20200702_1030_sm_rootzone,0.29
20200702_1330_sm_rootzone,0.29
20200702_1630_sm_rootzone,0.289
20200702_1930_sm_rootzone,0.287
20200702_2230_sm_rootzone,0.287
20200703_0130_sm_rootzone,0.287
20200703_0430_sm_rootzone,0.287
20200703_0730_sm_rootzone,0.287
20200703_1030_sm_rootzone,0.286
20200703_1330_sm_rootzone,0.286
20200703_1630_sm_rootzone,0.285
20200703_1930_sm_rootzone,0.284
20200703_2230_sm_rootzone,0.283
20200704_0130_sm_rootzone,0.285
20200704_0430_sm_rootzone,0.287
20200704_0730_sm_rootzone,0.287
20200704_1030_sm_rootzone,0.287
20200704_1330_sm_rootzone,0.286
20200704_1630_sm_rootzone,0.285
20200704_1930_sm_rootzone,0.284
20200704_2230_sm_rootzone,0.286
20200705_0130_sm_rootzone,0.292
20200705_0430_sm_rootzone,0.293
20200705_0730_sm_rootzone,0.292
20200705_1030_sm_rootzone,0.292
20200705_1330_sm_rootzone,0.291
20200705_1630_sm_rootzone,0.29
20200705_1930_sm_rootzone,0.289
20200705_2230_sm_rootzone,0.288
20200706_0130_sm_rootzone,0.288
20200706_0430_sm_rootzone,0.288
20200706_0730_sm_rootzone,0.289
20200706_1030_sm_rootzone,0.291
20200706_1330_sm_rootzone,0.291
20200706_1630_sm_rootzone,0.29
20200706_1930_sm_rootzone,0.289
20200706_2230_sm_rootzone,0.29
20200707_0130_sm_rootzone,0.293
20200707_0430_sm_rootzone,0.295
20200707_0730_sm_rootzone,0.295
20200707_1030_sm_rootzone,0.294
20200707_1330_sm_rootzone,0.293
20200707_1630_sm_rootzone,0.292
20200707_1930_sm_rootzone,0.291
20200707_2230_sm_rootzone,0.29
20200708_0130_sm_rootzone,0.29
20200708_0430_sm_rootzone,0.29
20200708_0730_sm_rootzone,0.291
20200708_1030_sm_rootzone,0.292
20200708_1330_sm_rootzone,0.293
20200708_1630_sm_rootzone,0.294
20200708_1930_sm_rootzone,0.294
20200708_2230_sm_rootzone,0.296
20200709_0130_sm_rootzone,0.302
20200709_0430_sm_rootzone,0.308
20200709_0730_sm_rootzone,0.308
20200709_1030_sm_rootzone,0.307
20200709_1330_sm_rootzone,0.307
20200709_1630_sm_rootzone,0.305
20200709_1930_sm_rootzone,0.303
20200709_2230_sm_rootzone,0.302
20200710_0130_sm_rootzone,0.302
20200710_0430_sm_rootzone,0.301
20200710_0730_sm_rootzone,0.301
20200710_1030_sm_rootzone,0.301
20200710_1330_sm_rootzone,0.3
20200710_1630_sm_rootzone,0.299
20200710_1930_sm_rootzone,0.298
20200710_2230_sm_rootzone,0.301
20200711_0130_sm_rootzone,0.302
20200711_0430_sm_rootzone,0.302
20200711_0730_sm_rootzone,0.302
20200711_1030_sm_rootzone,0.301
20200711_1330_sm_rootzone,0.3
20200711_1630_sm_rootzone,0.299
20200711_1930_sm_rootzone,0.298
20200711_2230_sm_rootzone,0.299
20200712_0130_sm_rootzone,0.301
20200712_0430_sm_rootzone,0.303
20200712_0730_sm_rootzone,0.303
20200712_1030_sm_rootzone,0.303
20200712_1330_sm_rootzone,0.303
20200712_1630_sm_rootzone,0.302
20200712_1930_sm_rootzone,0.301
20200712_2230_sm_rootzone,0.301
20200713_0130_sm_rootzone,0.301
20200713_0430_sm_rootzone,0.301
20200713_0730_sm_rootzone,0.301
20200713_1030_sm_rootzone,0.301
20200713_1330_sm_rootzone,0.301
20200713_1630_sm_rootzone,0.3
20200713_1930_sm_rootzone,0.299
20200713_2230_sm_rootzone,0.299
20200714_0130_sm_rootzone,0.3
20200714_0430_sm_rootzone,0.3
20200714_0730_sm_rootzone,0.3
20200714_1030_sm_rootzone,0.3
20200714_1330_sm_rootzone,0.299
20200714_1630_sm_rootzone,0.298
20200714_1930_sm_rootzone,0.297
20200714_2230_sm_rootzone,0.296
20200715_0130_sm_rootzone,0.296
20200715_0430_sm_rootzone,0.296
20200715_0730_sm_rootzone,0.296
20200715_1030_sm_rootzone,0.296
20200715_1330_sm_rootzone,0.296
20200715_1630_sm_rootzone,0.295
20200715_1930_sm_rootzone,0.294
20200715_2230_sm_rootzone,0.294
20200716_0130_sm_rootzone,0.296
20200716_0430_sm_rootzone,0.3
20200716_0730_sm_rootzone,0.3
20200716_1030_sm_rootzone,0.3
20200716_1330_sm_rootzone,0.299
20200716_1630_sm_rootzone,0.298
20200716_1930_sm_rootzone,0.297
20200716_2230_sm_rootzone,0.296
20200717_0130_sm_rootzone,0.296
20200717_0430_sm_rootzone,0.296
20200717_0730_sm_rootzone,0.296
20200717_1030_sm_rootzone,0.296
20200717_1330_sm_rootzone,0.295
20200717_1630_sm_rootzone,0.295
20200717_1930_sm_rootzone,0.294
20200717_2230_sm_rootzone,0.295
20200718_0130_sm_rootzone,0.295
20200718_0430_sm_rootzone,0.296
20200718_0730_sm_rootzone,0.296
20200718_1030_sm_rootzone,0.296
20200718_1330_sm_rootzone,0.296
20200718_1630_sm_rootzone,0.294
20200718_1930_sm_rootzone,0.293
20200718_2230_sm_rootzone,0.292
20200719_0130_sm_rootzone,0.292
20200719_0430_sm_rootzone,0.292
20200719_0730_sm_rootzone,0.292
20200719_1030_sm_rootzone,0.292
20200719_1330_sm_rootzone,0.292
20200719_1630_sm_rootzone,0.291
20200719_1930_sm_rootzone,0.29
20200719_2230_sm_rootzone,0.289
20200720_0130_sm_rootzone,0.289
20200720_0430_sm_rootzone,0.289
20200720_0730_sm_rootzone,0.29
20200720_1030_sm_rootzone,0.29
20200720_1330_sm_rootzone,0.289
20200720_1630_sm_rootzone,0.288
20200720_1930_sm_rootzone,0.287
20200720_2230_sm_rootzone,0.287
20200721_0130_sm_rootzone,0.287
20200721_0430_sm_rootzone,0.287
20200721_0730_sm_rootzone,0.287
20200721_1030_sm_rootzone,0.287
20200721_1330_sm_rootzone,0.287
20200721_1630_sm_rootzone,0.286
20200721_1930_sm_rootzone,0.286
20200721_2230_sm_rootzone,0.286
20200722_0130_sm_rootzone,0.289
20200722_0430_sm_rootzone,0.291
20200722_0730_sm_rootzone,0.291
20200722_1030_sm_rootzone,0.291
20200722_1330_sm_rootzone,0.29
20200722_1630_sm_rootzone,0.29
20200722_1930_sm_rootzone,0.289
20200722_2230_sm_rootzone,0.288
20200723_0130_sm_rootzone,0.288
20200723_0430_sm_rootzone,0.288
20200723_0730_sm_rootzone,0.288
20200723_1030_sm_rootzone,0.289
20200723_1330_sm_rootzone,0.288
20200723_1630_sm_rootzone,0.288
20200723_1930_sm_rootzone,0.287
20200723_2230_sm_rootzone,0.288
20200724_0130_sm_rootzone,0.29
20200724_0430_sm_rootzone,0.292
20200724_0730_sm_rootzone,0.292
20200724_1030_sm_rootzone,0.292
20200724_1330_sm_rootzone,0.292
20200724_1630_sm_rootzone,0.292
20200724_1930_sm_rootzone,0.291
20200724_2230_sm_rootzone,0.292
20200725_0130_sm_rootzone,0.293
20200725_0430_sm_rootzone,0.294
20200725_0730_sm_rootzone,0.294
20200725_1030_sm_rootzone,0.294
20200725_1330_sm_rootzone,0.294
20200725_1630_sm_rootzone,0.293
20200725_1930_sm_rootzone,0.292
20200725_2230_sm_rootzone,0.291
20200726_0130_sm_rootzone,0.291
20200726_0430_sm_rootzone,0.291
20200726_0730_sm_rootzone,0.291
20200726_1030_sm_rootzone,0.291
20200726_1330_sm_rootzone,0.29
20200726_1630_sm_rootzone,0.29
20200726_1930_sm_rootzone,0.288
20200726_2230_sm_rootzone,0.288
20200727_0130_sm_rootzone,0.288
20200727_0430_sm_rootzone,0.289
20200727_0730_sm_rootzone,0.289
20200727_1030_sm_rootzone,0.289
20200727_1330_sm_rootzone,0.289
20200727_1630_sm_rootzone,0.288
20200727_1930_sm_rootzone,0.287
20200727_2230_sm_rootzone,0.287
20200728_0130_sm_rootzone,0.289
20200728_0430_sm_rootzone,0.29
20200728_0730_sm_rootzone,0.29
20200728_1030_sm_rootzone,0.29
20200728_1330_sm_rootzone,0.29
20200728_1630_sm_rootzone,0.289
20200728_1930_sm_rootzone,0.287
20200728_2230_sm_rootzone,0.287
20200729_0130_sm_rootzone,0.287
20200729_0430_sm_rootzone,0.287
20200729_0730_sm_rootzone,0.288
20200729_1030_sm_rootzone,0.288
20200729_1330_sm_rootzone,0.288
20200729_1630_sm_rootzone,0.287
20200729_1930_sm_rootzone,0.286
20200729_2230_sm_rootzone,0.288
20200730_0130_sm_rootzone,0.296
20200730_0430_sm_rootzone,0.3
20200730_0730_sm_rootzone,0.3
20200730_1030_sm_rootzone,0.299
20200730_1330_sm_rootzone,0.298
20200730_1630_sm_rootzone,0.297
20200730_1930_sm_rootzone,0.296
20200730_2230_sm_rootzone,0.295
20200731_0130_sm_rootzone,0.293
20200731_0430_sm_rootzone,0.293
20200731_0730_sm_rootzone,0.293
20200731_1030_sm_rootzone,0.293
20200731_1330_sm_rootzone,0.292
20200731_1630_sm_rootzone,0.291
20200731_1930_sm_rootzone,0.29
20200731_2230_sm_rootzone,0.289
20200801_0130_sm_rootzone,0.289
20200801_0430_sm_rootzone,0.289
20200801_0730_sm_rootzone,0.289
20200801_1030_sm_rootzone,0.289
20200801_1330_sm_rootzone,0.288
20200801_1630_sm_rootzone,0.287
20200801_1930_sm_rootzone,0.286
20200801_2230_sm_rootzone,0.285
20200802_0130_sm_rootzone,0.285
20200802_0430_sm_rootzone,0.285
20200802_0730_sm_rootzone,0.285
20200802_1030_sm_rootzone,0.285
20200802_1330_sm_rootzone,0.285
20200802_1630_sm_rootzone,0.284
20200802_1930_sm_rootzone,0.283
20200802_2230_sm_rootzone,0.282
20200803_0130_sm_rootzone,0.281
20200803_0430_sm_rootzone,0.281
20200803_0730_sm_rootzone,0.281
20200803_1030_sm_rootzone,0.282
20200803_1330_sm_rootzone,0.281
20200803_1630_sm_rootzone,0.28
20200803_1930_sm_rootzone,0.279
20200803_2230_sm_rootzone,0.279
20200804_0130_sm_rootzone,0.279
20200804_0430_sm_rootzone,0.279
20200804_0730_sm_rootzone,0.279
20200804_1030_sm_rootzone,0.279
20200804_1330_sm_rootzone,0.279
20200804_1630_sm_rootzone,0.278
20200804_1930_sm_rootzone,0.277
20200804_2230_sm_rootzone,0.276
20200805_0130_sm_rootzone,0.277
20200805_0430_sm_rootzone,0.277
20200805_0730_sm_rootzone,0.277
20200805_1030_sm_rootzone,0.277
20200805_1330_sm_rootzone,0.277
20200805_1630_sm_rootzone,0.276
20200805_1930_sm_rootzone,0.275
20200805_2230_sm_rootzone,0.274
20200806_0130_sm_rootzone,0.274
20200806_0430_sm_rootzone,0.274
20200806_0730_sm_rootzone,0.274
20200806_1030_sm_rootzone,0.274
20200806_1330_sm_rootzone,0.274
20200806_1630_sm_rootzone,0.273
20200806_1930_sm_rootzone,0.272
20200806_2230_sm_rootzone,0.272
20200807_0130_sm_rootzone,0.272
20200807_0430_sm_rootzone,0.272
20200807_0730_sm_rootzone,0.272
20200807_1030_sm_rootzone,0.273
20200807_1330_sm_rootzone,0.273
20200807_1630_sm_rootzone,0.272
20200807_1930_sm_rootzone,0.271
20200807_2230_sm_rootzone,0.27
20200808_0130_sm_rootzone,0.27
20200808_0430_sm_rootzone,0.27
20200808_0730_sm_rootzone,0.27
20200808_1030_sm_rootzone,0.27
20200808_1330_sm_rootzone,0.27
20200808_1630_sm_rootzone,0.269
20200808_1930_sm_rootzone,0.268
20200808_2230_sm_rootzone,0.267
20200809_0130_sm_rootzone,0.267
20200809_0430_sm_rootzone,0.268
20200809_0730_sm_rootzone,0.268
20200809_1030_sm_rootzone,0.268
20200809_1330_sm_rootzone,0.268
20200809_1630_sm_rootzone,0.267
20200809_1930_sm_rootzone,0.266
20200809_2230_sm_rootzone,0.265
20200810_0130_sm_rootzone,0.265
20200810_0430_sm_rootzone,0.266
20200810_0730_sm_rootzone,0.266
20200810_1030_sm_rootzone,0.266
20200810_1330_sm_rootzone,0.266
20200810_1630_sm_rootzone,0.265
20200810_1930_sm_rootzone,0.264
20200810_2230_sm_rootzone,0.264
20200811_0130_sm_rootzone,0.263
20200811_0430_sm_rootzone,0.263
20200811_0730_sm_rootzone,0.263
20200811_1030_sm_rootzone,0.263
20200811_1330_sm_rootzone,0.263
20200811_1630_sm_rootzone,0.262
20200811_1930_sm_rootzone,0.261
20200811_2230_sm_rootzone,0.261
20200812_0130_sm_rootzone,0.262
20200812_0430_sm_rootzone,0.263
20200812_0730_sm_rootzone,0.264
20200812_1030_sm_rootzone,0.264
20200812_1330_sm_rootzone,0.264
20200812_1630_sm_rootzone,0.263
20200812_1930_sm_rootzone,0.262
20200812_2230_sm_rootzone,0.262
20200813_0130_sm_rootzone,0.264
20200813_0430_sm_rootzone,0.265
20200813_0730_sm_rootzone,0.266
20200813_1030_sm_rootzone,0.266
20200813_1330_sm_rootzone,0.265
20200813_1630_sm_rootzone,0.265
20200813_1930_sm_rootzone,0.264
20200813_2230_sm_rootzone,0.264
20200814_0130_sm_rootzone,0.265
20200814_0430_sm_rootzone,0.265
20200814_0730_sm_rootzone,0.265
20200814_1030_sm_rootzone,0.265
20200814_1330_sm_rootzone,0.265
20200814_1630_sm_rootzone,0.264
20200814_1930_sm_rootzone,0.264
20200814_2230_sm_rootzone,0.266
20200815_0130_sm_rootzone,0.268
20200815_0430_sm_rootzone,0.271
20200815_0730_sm_rootzone,0.272
20200815_1030_sm_rootzone,0.272
20200815_1330_sm_rootzone,0.271
20200815_1630_sm_rootzone,0.27
20200815_1930_sm_rootzone,0.269
20200815_2230_sm_rootzone,0.269
20200816_0130_sm_rootzone,0.268
20200816_0430_sm_rootzone,0.268
20200816_0730_sm_rootzone,0.269
20200816_1030_sm_rootzone,0.269
20200816_1330_sm_rootzone,0.269
20200816_1630_sm_rootzone,0.268
20200816_1930_sm_rootzone,0.267
20200816_2230_sm_rootzone,0.267
20200817_0130_sm_rootzone,0.267
20200817_0430_sm_rootzone,0.267
20200817_0730_sm_rootzone,0.267
20200817_1030_sm_rootzone,0.268
20200817_1330_sm_rootzone,0.27
20200817_1630_sm_rootzone,0.27
20200817_1930_sm_rootzone,0.269
20200817_2230_sm_rootzone,0.27
20200818_0130_sm_rootzone,0.271
20200818_0430_sm_rootzone,0.271
20200818_0730_sm_rootzone,0.272
20200818_1030_sm_rootzone,0.271
20200818_1330_sm_rootzone,0.271
20200818_1630_sm_rootzone,0.27
20200818_1930_sm_rootzone,0.269
20200818_2230_sm_rootzone,0.269
20200819_0130_sm_rootzone,0.268
20200819_0430_sm_rootzone,0.268
20200819_0730_sm_rootzone,0.27
20200819_1030_sm_rootzone,0.271
20200819_1330_sm_rootzone,0.271
20200819_1630_sm_rootzone,0.27
20200819_1930_sm_rootzone,0.271
20200819_2230_sm_rootzone,0.275
20200820_0130_sm_rootzone,0.28
20200820_0430_sm_rootzone,0.283
20200820_0730_sm_rootzone,0.285
20200820_1030_sm_rootzone,0.284
20200820_1330_sm_rootzone,0.283
20200820_1630_sm_rootzone,0.282
20200820_1930_sm_rootzone,0.28
20200820_2230_sm_rootzone,0.279
20200821_0130_sm_rootzone,0.278
20200821_0430_sm_rootzone,0.278
20200821_0730_sm_rootzone,0.279
20200821_1030_sm_rootzone,0.282
20200821_1330_sm_rootzone,0.282
20200821_1630_sm_rootzone,0.281
20200821_1930_sm_rootzone,0.28
20200821_2230_sm_rootzone,0.279
20200822_0130_sm_rootzone,0.28
20200822_0430_sm_rootzone,0.281
20200822_0730_sm_rootzone,0.282
20200822_1030_sm_rootzone,0.281
20200822_1330_sm_rootzone,0.281
20200822_1630_sm_rootzone,0.281
20200822_1930_sm_rootzone,0.28
20200822_2230_sm_rootzone,0.28
20200823_0130_sm_rootzone,0.285
20200823_0430_sm_rootzone,0.293
20200823_0730_sm_rootzone,0.296
20200823_1030_sm_rootzone,0.295
20200823_1330_sm_rootzone,0.294
20200823_1630_sm_rootzone,0.292
20200823_1930_sm_rootzone,0.29
20200823_2230_sm_rootzone,0.289
20200824_0130_sm_rootzone,0.289
20200824_0430_sm_rootzone,0.289
20200824_0730_sm_rootzone,0.288
20200824_1030_sm_rootzone,0.288
20200824_1330_sm_rootzone,0.288
20200824_1630_sm_rootzone,0.286
20200824_1930_sm_rootzone,0.285
20200824_2230_sm_rootzone,0.284
20200825_0130_sm_rootzone,0.288
20200825_0430_sm_rootzone,0.295
20200825_0730_sm_rootzone,0.295
20200825_1030_sm_rootzone,0.294
20200825_1330_sm_rootzone,0.293
20200825_1630_sm_rootzone,0.292
20200825_1930_sm_rootzone,0.29
20200825_2230_sm_rootzone,0.29
20200826_0130_sm_rootzone,0.29
20200826_0430_sm_rootzone,0.291
20200826_0730_sm_rootzone,0.291
20200826_1030_sm_rootzone,0.29
20200826_1330_sm_rootzone,0.29
20200826_1630_sm_rootzone,0.29
20200826_1930_sm_rootzone,0.288
20200826_2230_sm_rootzone,0.288
20200827_0130_sm_rootzone,0.288
20200827_0430_sm_rootzone,0.288
20200827_0730_sm_rootzone,0.288
20200827_1030_sm_rootzone,0.287
20200827_1330_sm_rootzone,0.287
20200827_1630_sm_rootzone,0.287
20200827_1930_sm_rootzone,0.286
20200827_2230_sm_rootzone,0.285
20200828_0130_sm_rootzone,0.285
20200828_0430_sm_rootzone,0.285
20200828_0730_sm_rootzone,0.285
20200828_1030_sm_rootzone,0.285
20200828_1330_sm_rootzone,0.285
20200828_1630_sm_rootzone,0.284
20200828_1930_sm_rootzone,0.283
20200828_2230_sm_rootzone,0.283
20200829_0130_sm_rootzone,0.285
20200829_0430_sm_rootzone,0.285
20200829_0730_sm_rootzone,0.286
20200829_1030_sm_rootzone,0.285
20200829_1330_sm_rootzone,0.285
20200829_1630_sm_rootzone,0.285
20200829_1930_sm_rootzone,0.284
20200829_2230_sm_rootzone,0.284
20200830_0130_sm_rootzone,0.284
20200830_0430_sm_rootzone,0.285
20200830_0730_sm_rootzone,0.285
20200830_1030_sm_rootzone,0.286
20200830_1330_sm_rootzone,0.287
20200830_1630_sm_rootzone,0.286
20200830_1930_sm_rootzone,0.286
20200830_2230_sm_rootzone,0.286
20200831_0130_sm_rootzone,0.286
20200831_0430_sm_rootzone,0.286
20200831_0730_sm_rootzone,0.286
20200831_1030_sm_rootzone,0.286
20200831_1330_sm_rootzone,0.286
20200831_1630_sm_rootzone,0.285
20200831_1930_sm_rootzone,0.283
20200831_2230_sm_rootzone,0.283
20200901_0130_sm_rootzone,0.283
20200901_0430_sm_rootzone,0.283
20200901_0730_sm_rootzone,0.283
20200901_1030_sm_rootzone,0.283
20200901_1330_sm_rootzone,0.283
20200901_1630_sm_rootzone,0.283
20200901_1930_sm_rootzone,0.282
20200901_2230_sm_rootzone,0.281
20200902_0130_sm_rootzone,0.283
20200902_0430_sm_rootzone,0.288
20200902_0730_sm_rootzone,0.291
20200902_1030_sm_rootzone,0.291
20200902_1330_sm_rootzone,0.291
20200902_1630_sm_rootzone,0.291
20200902_1930_sm_rootzone,0.291
20200902_2230_sm_rootzone,0.293
20200903_0130_sm_rootzone,0.296
20200903_0430_sm_rootzone,0.297
20200903_0730_sm_rootzone,0.296
20200903_1030_sm_rootzone,0.296
20200903_1330_sm_rootzone,0.295
20200903_1630_sm_rootzone,0.294
20200903_1930_sm_rootzone,0.292
20200903_2230_sm_rootzone,0.291
20200904_0130_sm_rootzone,0.291
20200904_0430_sm_rootzone,0.291
20200904_0730_sm_rootzone,0.292
20200904_1030_sm_rootzone,0.295
20200904_1330_sm_rootzone,0.296
20200904_1630_sm_rootzone,0.295
20200904_1930_sm_rootzone,0.293
20200904_2230_sm_rootzone,0.293
20200905_0130_sm_rootzone,0.294
20200905_0430_sm_rootzone,0.295
20200905_0730_sm_rootzone,0.297
20200905_1030_sm_rootzone,0.297
20200905_1330_sm_rootzone,0.297
20200905_1630_sm_rootzone,0.295
20200905_1930_sm_rootzone,0.293
20200905_2230_sm_rootzone,0.293
20200906_0130_sm_rootzone,0.294
20200906_0430_sm_rootzone,0.295
20200906_0730_sm_rootzone,0.295
20200906_1030_sm_rootzone,0.295
20200906_1330_sm_rootzone,0.295
20200906_1630_sm_rootzone,0.294
20200906_1930_sm_rootzone,0.293
20200906_2230_sm_rootzone,0.294
20200907_0130_sm_rootzone,0.3
20200907_0430_sm_rootzone,0.303
20200907_0730_sm_rootzone,0.305
20200907_1030_sm_rootzone,0.307
20200907_1330_sm_rootzone,0.306
20200907_1630_sm_rootzone,0.305
20200907_1930_sm_rootzone,0.304
20200907_2230_sm_rootzone,0.306
20200908_0130_sm_rootzone,0.308
20200908_0430_sm_rootzone,0.312
20200908_0730_sm_rootzone,0.314
20200908_1030_sm_rootzone,0.313
20200908_1330_sm_rootzone,0.312
20200908_1630_sm_rootzone,0.311
20200908_1930_sm_rootzone,0.31
20200908_2230_sm_rootzone,0.309
20200909_0130_sm_rootzone,0.309
20200909_0430_sm_rootzone,0.308
20200909_0730_sm_rootzone,0.308
20200909_1030_sm_rootzone,0.307
20200909_1330_sm_rootzone,0.307
20200909_1630_sm_rootzone,0.306
20200909_1930_sm_rootzone,0.304
20200909_2230_sm_rootzone,0.303
20200910_0130_sm_rootzone,0.303
20200910_0430_sm_rootzone,0.303
20200910_0730_sm_rootzone,0.303
20200910_1030_sm_rootzone,0.303
20200910_1330_sm_rootzone,0.303
20200910_1630_sm_rootzone,0.302
20200910_1930_sm_rootzone,0.301
20200910_2230_sm_rootzone,0.301
20200911_0130_sm_rootzone,0.302
20200911_0430_sm_rootzone,0.306
20200911_0730_sm_rootzone,0.306
20200911_1030_sm_rootzone,0.306
20200911_1330_sm_rootzone,0.305
20200911_1630_sm_rootzone,0.304
20200911_1930_sm_rootzone,0.303
20200911_2230_sm_rootzone,0.302
20200912_0130_sm_rootzone,0.302
20200912_0430_sm_rootzone,0.302
20200912_0730_sm_rootzone,0.302
20200912_1030_sm_rootzone,0.303
20200912_1330_sm_rootzone,0.303
20200912_1630_sm_rootzone,0.302
20200912_1930_sm_rootzone,0.301
